dimensions,description,product_number,number
HB: 63H FB: 24H,California King Bed,1990-1,1990K-1CK
HB: 63H FB: 24H,Eastern King Bed,1990-1,1990K-1EK
HB: 63H FB: 24H,Queen Bed,1990-1,1990-1
28 x 17.5 x 28H,Night Stand,1990-1,1990-4
66 x 17.5 x 38.5H,Dresser,1990-1,1990-5
50 x 1.5 x 36H,Mirror,1990-1,1990-6
38 x 17.5 x 54.25H,Chest,1990-1,1990-9
HB: 48H FB: 16H,Queen Bed,2042-1,2042-1
HB: 48H FB: 16H,Full Bed,2042-1,2042F-1
22 x 16 x 22H,Night Stand,2042-1,2042-4
54 x 16 x 36H,Dresser,2042-1,2042-5
36 x 1.5 x 36H,Mirror,2042-1,2042-6
34 x 16 x 48H,Chest,2042-1,2042-9
HB: 50H FB: 25.5H, California King Platform Metal Bed ,2867-1,2867K-1CK
HB: 50H FB: 25.5H, Eastern King Platform Metal Bed ,2867-1,2867K-1EK
HB: 50H FB: 25.5H, Queen Platform Metal Bed ,2867-1,2867-1
HB: 50H FB: 25.5H, Full Platform Metal Bed ,2867-1,2867F-1
HB: 56H FB: 22.75H,California King Bed,5873N-1,5873KN-1CK
HB: 56H FB: 22.75H,Eastern King Bed,5873N-1,5873KN-1EK
HB: 56H FB: 22.75H,Queen Bed,5873N-1,5873N-1
49.5 x 20 x 18.5H,Bench,5873N-1,5873N-BH
21.5 x 21.5 x 19.25H,Ottoman,5873N-1,5873N-ST
HB: 64.5H FB: 14.25H,California King Bed,5872N-1,5872KN-1CK
HB: 64.5H FB: 14.25H,Eastern King Bed,5872N-1,5872KN-1EK
HB: 64.5H FB: 14.25H,Queen Bed,5872N-1,5872N-1
HB: 59.5H FB: 19H,California King Platform Bed with Footboard Storages,5438-1,5438K-1CK
HB: 59.5H FB: 19H,Eastern King Platform Bed with Footboard Storages,5438-1,5438K-1EK
HB: 59.5H FB: 19H,Queen Platform Bed with Footboard Storages,5438-1,5438-1
28.5 x 17 x 30H,Night Stand,5438-1,5438-4
64.5 x 18 x 38.75H,Dresser,5438-1,5438-5
44 x 2.5 x 36H,Mirror,5438-1,5438-6
40.5 x 18 x 52.75H,Chest,5438-1,5438-9
HB: 55.5H FB: 17.25H,California King Bed,5415RF-1,5415KRF-1CK
HB: 55.5H FB: 17.25H,Eastern King Bed,5415RF-1,5415KRF-1EK
HB: 55.5H FB: 17.25H,Queen Bed,5415RF-1,5415RF-1
28 x 16 x 26.5H,Night Stand,5415RF-1,5415RF-4
61 x 18 x 37H,Dresser,5415RF-1,5415RF-5
46.5 x 1.25 x 40.75H,Mirror,5415RF-1,5415RF-6
36 x 18 x 52.25H,Chest,5415RF-1,5415RF-9
51 x 17.75 x 20H,Lift Top Storage Bench,5415RF-1,5415RF-FBH
HB: 54.5H FB: 30H,California King Sleigh Bed,5400-1,5400K-1CK
HB: 54.5H FB: 30H,Eastern King Sleigh Bed,5400-1,5400K-1EK
HB: 54.5H FB: 30H,Queen Sleigh Bed,5400-1,5400-1
27.5 x 17.75 x 27.5H,Night Stand,5400-1,5400-4
63 x 17.75 x 39.5H,Dresser,5400-1,5400-5
43 x 2.25 x 37.5H,Mirror,5400-1,5400-6
38 x 17.75 x 52H,Chest,5400-1,5400-9
HB: 57H FB: 21H,California King Sleigh Platform Bed with Footboard Storage,2259GY-1,2259KGY-1CK
HB: 57H FB: 21H,Eastern King Sleigh Platform Bed with Footboard Storage,2259GY-1,2259KGY-1EK
HB: 57H FB: 21H,Queen Sleigh Platform Bed with Footboard Storages,2259GY-1,2259GY-1
28.5 x 18 x 29.75H,Night Stand with Hidden Drawer,2259GY-1,2259GY-4
65 x 18 x 40H,Dresser with Hidden Drawer,2259GY-1,2259GY-5
42.5 x 1.5 x 36.5H,Mirror,2259GY-1,2259GY-6
39 x 18 x 54H,Chest,2259GY-1,2259GY-9
HB: 50.5H FB: 16.5H,California King Bed,2046-1,2046K-1CK
HB: 50.5H FB: 16.5H,Eastern King Bed,2046-1,2046K-1EK
HB: 50.5H FB: 16.5H,Queen Bed,2046-1,2046-1
HB: 50.5H FB: 16.5H,Full Bed,2046-1,2046F-1
23.75 x 16.5 x 25.5H,Night Stand,2046-1,2046-4
58 x 17 x 33.75H,Dresser,2046-1,2046-5
38.5 x 1.5 x 42.25H,Mirror,2046-1,2046-6
36 x 17 x 50.25H,Chest,2046-1,2046-9
47.75 x 18 x 31H,Writing Desk,2046-1,2046-15
HB: 72.25H FB: 30.25H,California King Bed,1978W-1,1978KW-1CK
HB: 72.25H FB: 30.25H,Eastern King Bed,1978W-1,1978KW-1EK
HB: 72.25H FB: 30.25H,Queen Bed,1978W-1,1978W-1
33.25 x 19.25 x 31.25H,Night Stand,1978W-1,1978W-4
70 x 19.75 x 38H,Dresser,1978W-1,1978W-5
46 x 2 x 46H,Mirror,1978W-1,1978W-6
44 x 19.25 x 56H,Chest,1978W-1,1978W-9
HB: 63.5H FB: 31.5H,California King Bed,1977-1,1977K-1CK
HB: 63.5H FB: 31.5H,Eastern King Bed,1977-1,1977K-1EK
HB: 63.5H FB: 31.5H,Queen Bed,1977-1,1977-1
HB: 63.5H FB: 31.5H,Full Bed,1977-1,1977F-1
28 x 16 x 27.75H,Night Stand,1977-1,1977-4
62 x 17.75 x 38.25H,Dresser,1977-1,1977-5
46 x 2.5 x 36H,Mirror,1977-1,1977-6
38 x 17.75 x 52.25H,Chest,1977-1,1977-9
41.5 x 22 x 67.75H,Armoire,1977-1,1977-7
HB: 56H FB: 22H,King Bed,1968-1,1968K-1CK
HB: 56H FB: 22H,Eastern King Bed,1968-1,1968K-1EK
HB: 56H FB: 22H,Queen Bed,1968-1,1968-1
HB: 56H FB: 22H,Full Bed,1968-1,1968F-1
23.5 x 16.25 x 26.75H,Night Stand,1968-1,1968-4
59 x 16.25 x 37H,Dresser,1968-1,1968-5
40 x 1.25 x 38.75H,Mirror,1968-1,1968-6
33 x 16.25 x 50.25H,Chest,1968-1,1968-9
HB: 47H FB: 12H,California King Bed,1967W-1,1967KW-1CK
HB: 47H FB: 12H,Eastern King Bed,1967W-1,1967KW-1EK
HB: 47H FB: 12H,Queen Bed,1967W-1,1967W-1
23.25 x 15.5 x 23.75H,Night Stand,1967W-1,1967W-4
59 x 17.75 x 34.5H,Dresser,1967W-1,1967W-5
51.5 x 4.5 x 38.5H, Mirror with storage ,1967W-1,1967W-6
31 x 16.5 x 48.25H,Chest,1967W-1,1967W-9
HB: 55.25H FB: 16.75H,California King Bed,1961-1,1961K-1CK
HB: 55.25H FB: 16.75H,Eastern King Bed,1961-1,1961K-1EK
HB: 55.25H FB: 16.75H,Queen Bed,1961-1,1961-1
23.5 x 16.25 x 23.5H,Night Stand,1961-1,1961-4
59 x 16.25 x 40H,Dresser,1961-1,1961-5
41.5 x 1 x 34H,Mirror,1961-1,1961-6
31.5 x 16.25 x 48.5H,Chest,1961-1,1961-9
HB: 60H FB: 19.25H,California King Bed,1958-1,1958K-1CK
HB: 60H FB: 19.25H,Eastern King Bed,1958-1,1958K-1EK
HB: 60H FB: 19.25H,Queen Bed,1958-1,1958-1
27 x 17.75 x 27.25H,Night Stand,1958-1,1958-4
65 x 19.5 x 36.75H,Dresser,1958-1,1958-5
39.25 x 2 x 39.25H,Mirror,1958-1,1958-6
40.5 x 19.5 x 52.5H,Chest,1958-1,1958-9
69.75 x 18.5 x 72H,Vanity Dresser with Mirror,1958-1,1958-15
18.5 x 16.5 x 19H,Vanity Stool,1958-1,1958-14
HB: 54H FB: 17.75H,California King Platform Bed with Footboard Storages,1957-1,1957K-1CK
HB: 54H FB: 17.75H,Eastern King Platform Bed with Footboard Storages,1957-1,1957K-1EK
HB: 54H FB: 17.75H,Queen Sleigh Platform Bed with Footboard Storages,1957-1,1957-1
26 x 17.75 x 27.5H,Night Stand,1957-1,1957-4
62.5 x 17.75 x 39.5H,Dresser,1957-1,1957-5
40.25 x 1 x 34.75H,Mirror,1957-1,1957-6
37.5 x 17.75 x 53.5H,Chest,1957-1,1957-9
HB: 52H FB: 18H,California King Bed,1955-1,1955K-1CK
HB: 52H FB: 18H,Eastern King Bed,1955-1,1955K-1EK
HB: 52H FB: 18H,Queen Bed,1955-1,1955-1
HB: 52H FB: 18H,Full Bed,1955-1,1955F-1
22 x 16 x 23H,Night Stand,1955-1,1955-4
58 x 16 x 36H,Dresser,1955-1,1955-5
41 x 1 x 36H,Mirror,1955-1,1955-6
34 x 16 x 48H,Chest,1955-1,1955-9
HB: 55.5H FB: 22.5H,California King Bed,1952-1,1952K-1CK
HB: 55.5H FB: 22.5H,Eastern King Bed,1952-1,1952K-1EK
HB: 55.5H FB: 22.5H,Queen Bed,1952-1,1952-1
26 x 17 x 27.75H,Night Stand,1952-1,1952-4
63 x 17 x 36H,Dresser,1952-1,1952-5
40.5 x 1.25 x 38.75H,Mirror,1952-1,1952-6
38 x 17 x 50.25H,Chest,1952-1,1952-9
HB: 59.25H FB: 30.5H,California King Bed,1949-1,1949K-1CK
HB: 59.25H FB: 30.5H,Eastern King Bed,1949-1,1949K-1EK
HB: 59.25H FB: 30.5H,Queen Bed,1949-1,1949-1
23.75 x 16 x 26H,Night Stand,1949-1,1949-4
64 x 17.75 x 34H,Dresser,1949-1,1949-5
42.5 x 2.25 x 44H,Mirror,1949-1,1949-6
36 x 17.75 x 52H,Chest,1949-1,1949-9
HB: 66.25H FB: 37H,California King Bed,1947-1,1947K-1CK
HB: 66.25H FB: 37H,Eastern King Bed,1947-1,1947K-1EK
HB: 66.25H FB: 37H,Queen Bed,1947-1,1947-1
28 x 18 x 29.25H,Night Stand,1947-1,1947-4
68 x 17.5 x 38.25H,Dresser,1947-1,1947-5
48 x 1.25 x 38H,Mirror,1947-1,1947-6
40 x 18 x 54.25H,Chest,1947-1,1947-9
HB: 88H FB: 88H,California King Canopy Bed,1946-1,1946K-1CK
HB: 88H FB: 88H,Eastern King Canopy Bed,1946-1,1946K-1EK
HB: 88H FB: 88H,Queen Canopy Bed,1946-1,1946-1
33 x 19 x 30H,Night Stand,1946-1,1946-4
69 x 19.75 x 44.75H,Dresser,1946-1,1946-5
50.75 x 1.75 x 32.75H,Mirror,1946-1,1946-6
44 x 19.75 x 60H,Chest,1946-1,1946-9
HB: 60H FB: 13H,California King Bed,1944-1,1944K-1CK
HB: 60H FB: 13H,Eastern King Bed,1944-1,1944K-1EK
HB: 60H FB: 13H,Queen Bed,1944-1,1944-1
28.5 x 18.25 x 29H,Night Stand,1944-1,1944-4
64.5 x 18.25 x 38H,Dresser,1944-1,1944-5
46 x 1.25 x 38H,Mirror,1944-1,1944-6
38.5 x 18.25 x 52H,Chest,1944-1,1944-9
HB: 64.75H FB: 18H,California King Platform Bed with Footboard Storages,1933-1,1933K-1CK
HB: 64.75H FB: 18H,Eastern King Platform Bed with Footboard Storages,1933-1,1933K-1EK
HB: 64.75H FB: 18H,Queen Platform Bed Footboard with Storage,1933-1,1933-1
28 x 17 x 29.5H,Night Stand,1933-1,1933-4
64 x 20 x 40H,Dresser,1933-1,1933-5
46.75 x 1.75 x 36.25H,Mirror,1933-1,1933-6
38 x 18.5 x 52H,Chest,1933-1,1933-9
HB: 59.75H FB: 26.25H,"California King Bed, LED Lighting",1916BK-1,1916KBK-1CK
HB: 59.75H FB: 26.25H,"Eastern King Bed, LED Lighting",1916BK-1,1916KBK-1EK
HB: 59.75H FB: 26.25H,"Queen Bed, LED Lighting",1916BK-1,1916BK-1
HB: 59.75H FB: 26.25H,"Full Bed, LED Lighting",1916BK-1,1916FBK-1
28 x 17 x 28H,"Night Stand, LED Lighting",1916BK-1,1916BK-4
63.75 x 17 x 39H,Dresser,1916BK-1,1916BK-5
47.25 x 1.5 x 38H,"Mirror, LED Lighting",1916BK-1,1916BK-6
38 x 17 x 51H,Chest,1916BK-1,1916BK-9
64 x 16.75 x 66.5H,Vanity Dresser with Mirror,1916BK-1,1916BK-15
16 x 16 x 19H,Vanity Stool,1916BK-1,1916BK-14
54 x 18 x 19H,Bench,1916BK-1,1916BK-FBH
HB: 58H FB: 26H,California King Sleigh Bed,1909RF-1,1909KRF-1CK
HB: 58H FB: 26H,Eastern King Sleigh Bed,1909RF-1,1909KRF-1EK
HB: 58H FB: 26H,Queen Sleigh Bed,1909RF-1,1909RF-1
27 x 17 x 28H,Night Stand,1909RF-1,1909RF-4
64 x 18.5 x 42H,Dresser,1909RF-1,1909RF-5
46 x 1.5 x 37H,Mirror,1909RF-1,1909RF-6
39 x 18.5 x 55H,Chest,1909RF-1,1909RF-9
HB: 61H FB: 31H,California King Bed,1907W-1,1907KW-1CK
HB: 61H FB: 31H,Eastern King Bed,1907W-1,1907KW-1EK
HB: 61H FB: 31H,Queen Bed,1907W-1,1907W-1
27.75 x 17.25 x 26H,Night Stand,1907W-1,1907W-4
63 x 17.25 x 40H,Dresser,1907W-1,1907W-5
49.25 x 2 x 39.25H,Mirror,1907W-1,1907W-6
44.5 x 17.25 x 53.75H,Chest,1907W-1,1907W-9
HB: 64.25H FB: 33.75H,California King Bed,1866GY-1,1866KGY-1CK
HB: 64.25H FB: 33.75H,Eastern King Bed,1866GY-1,1866KGY-1EK
HB: 64.25H FB: 33.75H,Queen Bed,1866GY-1,1866GY-1
29 x 17 x 29.25H,Night Stand,1866GY-1,1866GY-4
74.25 x 18.25 x 41.5H,Dresser,1866GY-1,1866GY-5
58.25 x 3 x 39H,Mirror,1866GY-1,1866GY-6
41.5 x 18.25 x 60.75H,Chest,1866GY-1,1866GY-9
HB: 72.5H FB: 35.25H,California King Bed,1824-1,1824K-1CK
HB: 72.5H FB: 35.25H,Eastern King Bed,1824-1,1824K-1EK
HB: 72.5H FB: 35.25H,Queen Bed,1824-1,1824-1
31 x 18.25 x 30H,Night Stand,1824-1,1824-4
67.75 x 20.25 x 40.5H,Dresser,1824-1,1824-5
50 x 3.75 x 46.5H,Mirror,1824-1,1824-6
42 x 19.25 x 54.5H,Chest,1824-1,1824-9
HB: 54H FB: 13H,California King Platform Bed,1723-1,1723K-1CK
HB: 54H FB: 13H,Eastern King Platform Bed,1723-1,1723K-1EK
HB: 54H FB: 13H,Queen Platform Bed,1723-1,1723-1
27 x 17 x 25.5H,Night Stand,1723-1,1723-4
66 x 19 x 36.5H,Dresser,1723-1,1723-5
46.25 x 1.25 x 39.75H,Mirror,1723-1,1723-6
40 x 19 x 54H,Chest,1723-1,1723-9
HB: 57H FB: 21.5H,California King Platform Bed with Footboard Storages,1718GY-1,1718KGY-1CK
HB: 57H FB: 21.5H,Eastern King Platform Bed with Footboard Storages,1718GY-1,1718KGY-1EK
HB: 57H FB: 21.5H,Queen Platform Bed with Footboard Storages,1718GY-1,1718GY-1
28 x 18 x 29.25H,Night Stand with Hidden Drawer,1718GY-1,1718GY-4
65.25 x 18 x 40H,Dresser with Hidden Drawer,1718GY-1,1718GY-5
42 x 1.5 x 36.5H,Mirror,1718GY-1,1718GY-6
40 x 18 x 52H,Chest,1718GY-1,1718GY-9
HB: 65H FB: 28H,California King Bed,1717-1,1717K-1CK
HB: 65H FB: 28H,Eastern King Bed,1717-1,1717K-1EK
HB: 65H FB: 28H,Queen Bed,1717-1,1717-1
30 x 19 x 29H,Night Stand,1717-1,1717-4
66 x 19 x 39H,Dresser,1717-1,1717-5
46 x 1.75 x 42H,Mirror,1717-1,1717-6
42 x 19 x 56H,Chest,1717-1,1717-9
44 x 19 x 39H,TV Chest,1717-1,1717-11
HB: 58H FB: 18H,California King Platform Bed with Footboard Storages,1711-1,1711K-1CK
HB: 58H FB: 18H,Eastern King Platform Bed with Footboard Storages,1711-1,1711K-1EK
HB: 58H FB: 18H,Queen Platform Bed Footboard with Storage,1711-1,1711-1
HB: 58H FB: 18H,Full Platform Bed,1711-1,1711F-1
27 x 16 x 27H,Night Stand,1711-1,1711-4
60 x 17 x 36H,Dresser,1711-1,1711-5
42 x 1.25 x 37.5H,Mirror,1711-1,1711-6
38 x 17 x 52H,Chest,1711-1,1711-9
HB: 60H FB: 16H,California King Bed,1708-1,1708K-1CK
HB: 60H FB: 16H,Eastern King Bed,1708-1,1708K-1EK
HB: 60H FB: 16H,Queen Sleigh Bed,1708-1,1708-1
HB: 60H FB: 16H,Full Bed,1708-1,1708F-1
24 x 17 x 27.5H,Night Stand,1708-1,1708-4
59 x 18 x 37H,Dresser,1708-1,1708-5
47.25 x 1 x 38H,Mirror,1708-1,1708-6
36 x 18 x 48H,Chest,1708-1,1708-9
HB: 67.25H FB: 20.75H,California King Bed,1707-1,1707K-1CK
HB: 67.25H FB: 20.75H,Eastern King Bed,1707-1,1707K-1EK
HB: 67.25H FB: 20.75H,Queen Bed,1707-1,1707-1
28.25 x 19 x 29.5H,Night Stand,1707-1,1707-4
67 x 19 x 39H,Dresser,1707-1,1707-5
46 x 1.5 x 36.75H,Mirror,1707-1,1707-6
42 x 19 x 55.5H,Chest,1707-1,1707-9
HB: 56.25H FB: 12.25H,California King Bed,1706-1,1706K-1CK
HB: 56.25H FB: 12.25H,Eastern King Bed,1706-1,1706K-1EK
HB: 56.25H FB: 12.25H,Queen Bed,1706-1,1706-1
HB: 56.25H FB: 12.25H,Full Bed,1706-1,1706F-1
23.25 x 15.5 x 22.5H,Night Stand,1706-1,1706-4
63 x 17.75 x 34H,Dresser,1706-1,1706-5
46 x 1.5 x 37.5H,Mirror,1706-1,1706-6
35 x 17.75 x 51H,Chest,1706-1,1706-9
49.5 x 20 x 18.5H,Bench,1706-1,5873N-BH
HB: 74.5H FB: 19H,California King Bed,1704-1,1704K-1CK
HB: 74.5H FB: 19H,Eastern King Bed,1704-1,1704k-1EK
HB: 74.5H FB: 19H,Queen Bed,1704-1,1704-1
31.5 x 18 x 30H,Night Stand,1704-1,1704-4
69.5 x 20 x 42H,Dresser,1704-1,1704-5
48.5 x 1.75 x 45H,Mirror,1704-1,1704-6
39.5 x 19 x 56H,Chest,1704-1,1704-9
49.5 x 19 x 38H,TV Chest,1704-1,1704-11
HB: 57H FB: 20.5H,California King Sleigh Platform Bed with Footboard Storage,1714W-1,1714KW-1CK
HB: 57H FB: 20.5H,Eastern King Sleigh Platform Bed with Footboard Storage,1714W-1,1714KW-1EK
HB: 57H FB: 20.5H,Queen Sleigh Platform Bed with Footboard Storages,1714W-1,1714W-1
29 x 18 x 29.25H,Night Stand with Hidden Drawer,1714W-1,1714W-4
65.25 x 18 x 40H,Dresser with Hidden Drawer,1714W-1,1714W-5
42.25 x 1.75 x 36.5H,Mirror,1714W-1,1714W-6
40 x 18 x 54H,Chest,1714W-1,1714W-9
HB: 57H FB: 20.5H,California King Sleigh Platform Bed with Footboard Storage,1714BK-1,1714KBK-1CK
HB: 57H FB: 20.5H,Eastern King Sleigh Platform Bed with Footboard Storage,1714BK-1,1714KBK-1EK
HB: 57H FB: 20.5H,Queen Sleigh Platform Bed with Footboard Storages,1714BK-1,1714BK-1
29 x 18 x 29.25H,Night Stand with Hidden Drawer,1714BK-1,1714BK-4
65.25 x 18 x 40H,Dresser with Hidden Drawer,1714BK-1,1714BK-5
42.25 x 1.75 x 36.5H,Mirror,1714BK-1,1714BK-6
40 x 18 x 54H,Chest,1714BK-1,1714BK-9
HB: 54.25H FB: 13.75H,California King Sleigh Bed,5799PU-1,5799KPU-1CK
HB: 54.25H FB: 13.75H,Eastern King Sleigh Bed,5799PU-1,5799KPU-1EK
HB: 54.25H FB: 13.75H,Queen Sleigh Bed,5799PU-1,5799PU-1
HB: 54.25H FB: 13.75H,Full Sleigh Bed,5799PU-1,5799FPU-1
HB: 64H FB: 13.5H,California King Bed,5797N-1,5797KN-1CK
HB: 64H FB: 13.5H,Eastern King Bed,5797N-1,5797KN-1EK
HB: 64H FB: 13.5H,Queen Bed,5797N-1,5797N-1
HB: 64H FB: 13.5H,Full Bed,5797N-1,5797FN-1
HB: 52H FB: 14H,California King Bed,1888N-1,1888KN-1CK
HB: 52H FB: 14H,Eastern King Bed,1888N-1,1888KN-1EK
HB: 52H FB: 14H,Queen Bed,1888N-1,1888N-1
HB: 52H FB: 14H,Queen / FULL Headboard,1888N-1,1888N-1HB
HB: 52H FB: 14H,Full Bed,1888N-1,1888FN-1
HB: 48.5H FB: 14H,California King Wing Bed,1883N-1,1883KN-1CK
HB: 48.5H FB: 14H,Eastern King Wing Bed,1883N-1,1883KN-1EK
HB: 48.5H FB: 14H,Queen Wing Bed,1883N-1,1883N-1
HB: 48.5H FB: 14H,Queen / FULL Headboard,1883N-1,1883N-1HB
HB: 48.5H FB: 14H,Full Wing Bed,1883N-1,1883FN-1
HB: 52H FB: 14H,California King Bed,1882N-1,1882KN-1CK
HB: 52H FB: 14H,Eastern King Bed,1882N-1,1882KN-1EK
HB: 52H FB: 14H,Queen Bed,1882N-1,1882N-1
HB: 52H FB: 14H,Queen / FULL Headboard,1882N-1,1882N-1HB
HB: 52H FB: 14H,Full Bed,1882N-1,1882FN-1
HB: 52H FB: 14H,California King Bed,1885N-1,1885KN-1CK
HB: 52H FB: 14H,Eastern King Bed,1885N-1,1885KN-1EK
HB: 52H FB: 14H,Queen Bed,1885N-1,1885N-1
HB: 52H FB: 14H,Full Bed,1885N-1,1885FN-1
HB: 58.5H FB: 14H,California King Bed,1884N-1,1884KN-1CK
HB: 58.5H FB: 14H,Eastern King Bed,1884N-1,1884KN-1EK
HB: 58.5H FB: 14H,Queen Bed,1884N-1,1884N-1
HB: 58.5H FB: 14H,Full Bed,1884N-1,1884FN-1
HB: 50.25H FB: 30.5H,California King Sleigh Bed,1856-1,1856K-1CK
HB: 50.25H FB: 30.5H,Eastern King Sleigh Bed,1856-1,1856K-1EK
HB: 50.25H FB: 30.5H,Queen Sleigh Bed,1856-1,1856-1
HB: 50.25H FB: 30.5H,Full Sleigh Bed,1856-1,1856F-1
HB: 50.25H FB: 30.5H,Twin Sleigh Bed,1856-1,1856T-1
21.25 x 15.75 x 24H,Night Stand with Hidden Drawer,1856-1,1856-4
59.5 x 17.5 x 34.5H,Dresser with Two Hidden Drawers,1856-1,1856-5
38.5 x 1.25 x 38.25H,Mirror,1856-1,1856-6
31.75 x 17.5 x 47.5H,Chest with Hidden Drawer,1856-1,1856-9
HB: 44.5H FB: 13.5H,California King Platform Bed,2220-1,2220K-1CK
HB: 44.5H FB: 13.5H,Eastern King Platform Bed,2220-1,2220K-1EK
HB: 44.5H FB: 13.5H,Queen Platform Bed,2220-1,2220-1
HB: 44.5H FB: 13.5H,Full Platform Bed,2220-1,2220F-1
HB: 44.5H FB: 13.5H,Twin Platform Bed,2220-1,2220T-1
21.25 x 16 x 22H,Night Stand,2220-1,2220-4
56.25 x 16 x 32.25H,Dresser,2220-1,2220-5
28.75 x 0.75 x 38.75H,Mirror,2220-1,2220-6
29.75 x 16 x 46.5H,Chest,2220-1,2220-9
HB: 49H FB: 18.75H,California King Bed,1936-1,1936K-1CK
HB: 49H FB: 18.75H,Eastern King Bed,1936-1,1936K-1EK
HB: 49H FB: 18.75H,Queen Bed,1936-1,1936-1
HB: 49H FB: 18.75H,Full Bed,1936-1,1936F-1
HB: 49H FB: 18.75H,Twin Bed,1936-1,1936T-1
23.5 x 15.75 x 23H,Night Stand,1936-1,1936-4
59 x 15.75 x 35.75H,Dresser,1936-1,1936-5
37.25 x 0.75 x 38.5H,Mirror,1936-1,1936-6
33.5 x 15.75 x 48H,Chest,1936-1,1936-9
HB: 53.5H FB: 21.25H,California King Bed,1904,1904K-1CK
HB: 53.5H FB: 21.25H,Eastern King Bed,1904,1904K-1EK
HB: 53.5H FB: 21.25H,Queen Bed,1904,1904-1
HB: 53.5H FB: 21.25H,Full Bed,1904,1904F-1
HB: 53.5H FB: 21.25H,Twin Bed,1904,1904T-1
23.5 x 16.5 x 26.75H,Night Stand,1904,1904-4
59 x 16.5 x 36.75H,Dresser,1904,1904-5
41 x 1.25 x 39H,Mirror,1904,1904-6
33 x 16.5 x 50.25H,Chest,1904,1904-9
HB: 46.5H FB: 14.75H,California King Platform Bed,1915-1,1915K-1CK
HB: 46.5H FB: 14.75H,Eastern King Platform Bed,1915-1,1915K-1EK
HB: 46.5H FB: 14.75H,Queen Platform Bed,1915-1,1915-1
HB: 46.5H FB: 14.75H,Full Platform Bed,1915-1,1915F-1
19 x 15.75 x 24H,Night Stand,1915-1,1915-4
55.5 x 17.75 x 36.75H,Dresser,1915-1,1915-5
31.5 x 1 x 35.5H,Mirror,1915-1,1915-6
31.5 x 15.75 x 43.5H,Chest,1915-1,1915-9
31.5 x 15.75 x 39.5H,Display Cabinet,1915-1,1915-10
HB: 50H FB: 18H,California King Sleigh Platform Bed with Footboard Storage,1737NGY-1,1737KNGY-1CK
HB: 50H FB: 18H,Eastern King Sleigh Platform Bed with Footboard Storage,1737NGY-1,1737KNGY-1EK
HB: 50H FB: 18H,Queen Sleigh Platform Bed with Footboard Storages,1737NGY-1,1737NGY-1
23.5 x 17.5 x 24.5H,Night Stand with Glass Top,1737NGY-1,1737NGY-4
61.5 x 20 x 36.75H,Dresser,1737NGY-1,1737NGY-5
47.75 x 1 x 38.25H,Mirror,1737NGY-1,1737NGY-6
36 x 18.5 x 47.5H,Chest,1737NGY-1,1737NGY-9
41.75 x 18.25 x 41H,TV Chest,1737NGY-1,1737NGY-11
HB: 51.75H FB: 15H,California King Bed,1908-1,1908K-1CK
HB: 51.75H FB: 15H,Eastern King Bed,1908-1,1908K-1EK
HB: 51.75H FB: 15H,Queen Bed,1908-1,1908-1
23 x 16.5 x 24.75H,Night Stand,1908-1,1908-4
61 x 16.5 x 37H,Dresser,1908-1,1908-5
38.5 x 1 x 36.5H,Mirror,1908-1,1908-6
37.25 x 16.5 x 49H,Chest,1908-1,1908-9
37.25 x 16.5 x 38.75H,TV Chest,1908-1,1908-11
HB: 52.75H FB: 23.5H,California King Bed,1857-1,1857K-1CK
HB: 52.75H FB: 23.5H,Eastern King Bed,1857-1,1857K-1EK
HB: 52.75H FB: 23.5H,Queen Bed,1857-1,1857-1
25.5 x 16.75 x 26.75H,Night Stand,1857-1,1857-4
58.5 x 16.75 x 39.5H,Dresser,1857-1,1857-5
39.25 x 1 x 34.75H,Mirror,1857-1,1857-6
35 x 16.75 x 51.5H,Chest,1857-1,1857-9
HB: 59.25H FB: 20H,California King Platform Bed with Footboard Storages,1844DC-1,1844KDC-1CK
HB: 59.25H FB: 20H,Eastern King Platform Bed with Footboard Storages,1844DC-1,1844KDC-1EK
HB: 59.25H FB: 20H,Queen Platform Bed with Footboard Storages,1844DC-1,1844DC-1
HB: 59.25H FB: 20H,Full Platform Bed with Footboard Storage,1844DC-1,1844FDC-1
28 x 17.5 x 28H,Night Stand,1844DC-1,1844DC-4
59 x 17.5 x 40.75H,Dresser,1844DC-1,1844DC-5
45 x 1.75 x 37.75H,Mirror,1844DC-1,1844DC-6
38.25 x 17.5 x 49.75H,Chest,1844DC-1,1844DC-9
HB: 54.25H FB: 16H,California King Bed,1356C-1,1356KC-1CK
HB: 54.25H FB: 16H,Eastern King Bed,1356C-1,1356KC-1EK
HB: 54.25H FB: 16H,Queen Bed,1356C-1,1356C-1
HB: 54.25H FB: 16H,Full Bed,1356C-1,1356FC-1
HB: 54.25H FB: 16H,Twin Bed,1356C-1,1356TC-1
24 x 16 x 23.75H,Night Stand,1356C-1,1356C-4
54.25 x 19 x 33H,Dresser,1356C-1,1356C-5
39 x 2.5 x 35H,Mirror,1356C-1,1356C-6
32 x 19 x 48H,Chest,1356C-1,1356C-9
HB: 56H FB: 19.5H,California King Bed,1924-1,1924K-1CK
HB: 56H FB: 19.5H,Eastern King Bed,1924-1,1924K-1EK
HB: 56H FB: 19.5H,Queen Bed,1924-1,1924-1
28 x 17 x 26H,Night Stand,1924-1,1924-4
62 x 17.75 x 38H,Dresser,1924-1,1924-5
41.5 x 0.75 x 37.5H,Mirror,1924-1,1924-6
